"Data";"Hora (UTC)";"Temp. [Hora] (C)";"Umi. (%)";"Pressao (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Nebulosidade (Decimos)";"Insolacao (h)";"Temp. Max. [Diaria] (h)";"Temp. Min. [Diaria] (h)";"Chuva [Diaria] (mm)"
"17/03/2021";"1800";"28,6";"38,0";"898,8";"3,1";"140,0";"5,0";"";"";"";""
"18/03/2021";"0000";"22,4";"59,0";"901,5";"4,1";"140,0";"0,0";"7,90";"28,9";"";""
"18/03/2021";"1200";"21,6";"75,0";"903,1";"3,1";"140,0";"7,5";"";"";"17,6";"0,0"
"18/03/2021";"1800";"28,6";"42,0";"899,4";"3,1";"140,0";"6,3";"";"";"";""
"19/03/2021";"0000";"22,4";"72,0";"901,8";"3,1";"140,0";"0,0";"7,10";"29,8";"";""
"19/03/2021";"1200";"21,0";"84,0";"903,1";"3,1";"140,0";"10,0";"";"";"19,1";"0,0"
"19/03/2021";"1800";"29,4";"46,0";"900,3";"3,1";"140,0";"5,0";"";"";"";""
"20/03/2021";"0000";"23,2";"76,0";"902,9";"3,1";"90,0";"6,3";"5,70";"24,6";"";""
"20/03/2021";"1200";"20,4";"86,0";"904,5";"3,1";"140,0";"7,5";"";"";"18,5";"0,6"
"20/03/2021";"1800";"23,0";"77,0";"903,5";"5,1";"140,0";"10,0";"";"";"";""
"21/03/2021";"0000";"19,6";"89,0";"904,3";"3,1";"140,0";"10,0";"7,00";"26,6";"";""
"21/03/2021";"1200";"19,6";"89,0";"904,3";"3,1";"140,0";"10,0";"";"";"17,9";"0,0"
"21/03/2021";"1800";"25,8";"56,0";"902,8";"3,1";"140,0";"6,3";"";"";"";""
"22/03/2021";"0000";"21,2";"69,0";"904,3";"3,1";"140,0";"6,3";"5,60";"27,6";"";""
"22/03/2021";"1200";"20,6";"70,0";"905,1";"3,1";"140,0";"8,8";"";"";"17,3";"0,7"
"22/03/2021";"1800";"27,2";"50,0";"901,6";"4,1";"140,0";"7,5";"";"";"";""
